suscribed,age,job,education,marital,Income,Kidhome,Teenhome
no,38,Administration,University,MARRIED,68806,2,2
no,57,Industry,Basic education,MARRIED,10002,2,0
no,38,Industry,High school,SINGLE,30297,0,2
no,44,Industry,High school,MARRIED,163591,1,2
no,36,Non-active,Basic education,MARRIED,104554,1,1
no,24,Industry,Professional Course,MARRIED,170696,1,1
no,48,Administration,Basic education,MARRIED,33293,2,0
no,44,Administration,Unknown,SINGLE,164280,0,2
no,35,Non-active,High school,SINGLE,47565,1,1
yes,38,Industry,High school,MARRIED,26659,0,1
no,38,Non-active,High school,DIVORCED,132754,1,2
no,47,Not specified,Unknown,MARRIED,56252,2,0
no,40,Administration,University,SINGLE,61049,2,1
no,30,Administration,Unknown,SINGLE,123077,0,1
no,32,Administration,University,SINGLE,177517,2,1
no,53,Industry,High school,MARRIED,156915,2,2
no,26,Administration,High school,SINGLE,131030,2,2
no,56,Non-active,High school,MARRIED,135031,0,0
no,30,Industry,High school,MARRIED,14240,0,2
no,56,Non-active,High school,MARRIED,26720,0,2
no,38,Administration,Professional Course,MARRIED,141050,1,0
no,56,Industry,Basic education,MARRIED,6437,2,1
no,35,Independent,University,MARRIED,43315,1,2
no,34,Industry,High school,MARRIED,143226,1,0
no,35,Non-active,Basic education,SINGLE,72847,2,0
no,47,Industry,Basic education,MARRIED,55881,0,1
no,42,Industry,Basic education,MARRIED,42558,2,0
no,54,Non-active,Basic education,MARRIED,80410,0,0
no,43,Administration,Professional Course,MARRIED,37198,2,2
no,28,Administration,University,SINGLE,51901,2,0
no,38,Industry,Basic education,MARRIED,22120,1,1
no,44,Industry,High school,SINGLE,165528,0,2
no,59,Non-active,Unknown,MARRIED,41420,2,0
no,58,Administration,University,MARRIED,131056,0,0
no,31,Administration,University,SINGLE,148490,1,1
no,37,Administration,Basic education,MARRIED,144708,1,1
no,52,Independent,High school,DIVORCED,50430,0,2
no,36,Administration,Professional Course,MARRIED,151466,2,2
no,31,Administration,Basic education,SINGLE,111517,0,1
no,30,Industry,Basic education,MARRIED,133935,1,2
no,38,Administration,High school,MARRIED,174309,0,2
no,41,Not specified,Basic education,MARRIED,84026,0,2
no,41,Industry,Basic education,MARRIED,171201,2,2
no,41,Administration,Basic education,DIVORCED,90842,1,1
no,26,Administration,High school,SINGLE,58245,0,2
no,38,Administration,University,SINGLE,133650,0,0
no,44,Non-active,Basic education,MARRIED,164064,1,0
no,28,Industry,Basic education,SINGLE,162875,2,0
no,29,Administration,University,MARRIED,135390,2,1
no,24,Industry,High school,SINGLE,47347,1,1
no,51,Industry,High school,SINGLE,162220,1,0
no,35,Administration,University,MARRIED,99658,1,0
no,50,Independent,Basic education,MARRIED,30056,2,2
no,33,Administration,Professional Course,DIVORCED,157806,0,0
no,57,Administration,University,DIVORCED,132622,2,2
no,28,Industry,Basic education,SINGLE,97440,1,2
yes,58,Administration,University,SINGLE,65343,2,2
no,50,Industry,Basic education,SINGLE,102226,0,2
no,57,Administration,University,MARRIED,150375,2,1
no,30,Administration,University,SINGLE,80099,2,0
no,48,Administration,University,DIVORCED,132599,1,0
no,43,Independent,High school,MARRIED,180436,1,1
no,39,Administration,University,SINGLE,140117,2,2
no,39,Administration,High school,MARRIED,105836,0,1
yes,43,Independent,High school,MARRIED,118784,2,1
no,43,Industry,Basic education,SINGLE,157174,0,1
no,36,Administration,University,MARRIED,137034,0,1
no,29,Administration,High school,SINGLE,111788,1,1
no,33,Industry,Basic education,SINGLE,155286,2,0
no,31,Industry,Basic education,MARRIED,148106,0,0
no,43,Industry,Basic education,MARRIED,99843,0,0
no,46,Administration,Professional Course,MARRIED,92516,2,2
no,45,Industry,Basic education,MARRIED,32462,2,2
no,30,Administration,High school,MARRIED,120389,2,2
no,41,Non-active,University,MARRIED,64816,1,1
no,38,Administration,High school,MARRIED,172446,0,0
no,46,Administration,High school,SINGLE,105094,2,0
no,43,Independent,High school,DIVORCED,144606,2,2
no,38,Administration,University,MARRIED,56410,0,2
no,38,Administration,High school,SINGLE,129241,1,1
no,58,Administration,High school,MARRIED,180272,2,0
no,33,Administration,University,MARRIED,25627,2,1
no,33,Administration,Professional Course,DIVORCED,42176,1,0
no,31,Administration,High school,SINGLE,165029,0,0
no,39,Administration,University,MARRIED,145887,2,0
no,30,Industry,Basic education,MARRIED,178115,2,1
no,58,Non-active,Basic education,MARRIED,176269,2,2
no,35,Administration,High school,MARRIED,77864,2,2
yes,41,Non-active,Basic education,MARRIED,103823,0,2
no,30,Industry,Basic education,SINGLE,91953,0,0
no,38,Administration,University,MARRIED,20508,2,1
no,34,Industry,Basic education,MARRIED,158257,2,2
no,30,Administration,University,SINGLE,145352,0,2
no,40,Administration,Professional Course,MARRIED,174094,0,2
no,37,Non-active,High school,MARRIED,71433,1,0
no,41,Administration,High school,SINGLE,98408,0,2
no,40,Industry,High school,MARRIED,105981,1,0
no,42,Administration,Basic education,SINGLE,76694,0,1
no,42,Industry,Unknown,MARRIED,33302,0,2
no,38,Administration,University,MARRIED,10633,0,0
no,41,Administration,High school,MARRIED,103572,2,2
no,31,Administration,University,MARRIED,179770,0,0
no,29,Administration,High school,SINGLE,84377,0,0
no,41,Independent,University,MARRIED,152883,2,2
no,33,Administration,Professional Course,MARRIED,19644,0,2
no,37,Industry,Basic education,SINGLE,100660,2,2
no,27,Industry,Basic education,SINGLE,131095,1,0
no,35,Administration,High school,SINGLE,175680,0,1
no,31,Administration,University,SINGLE,159969,2,2
no,38,Administration,University,MARRIED,26683,1,0
no,48,Administration,University,MARRIED,152147,1,1
no,37,Administration,High school,SINGLE,84629,1,0
no,33,Administration,Professional Course,DIVORCED,45165,1,1
no,40,Administration,High school,MARRIED,173131,0,1
no,38,Industry,Basic education,MARRIED,23720,0,0
no,47,Industry,High school,MARRIED,55182,0,1
no,47,Industry,High school,MARRIED,36694,2,2
no,38,Not specified,Basic education,MARRIED,47742,2,0
no,35,Industry,Basic education,MARRIED,125133,2,1
no,27,Industry,Basic education,MARRIED,132476,1,0
no,35,Administration,University,MARRIED,48805,2,2
no,35,Administration,High school,MARRIED,151356,0,1
no,38,Non-active,Basic education,MARRIED,41623,0,0
no,38,Administration,Professional Course,DIVORCED,175562,0,1
no,35,Industry,Professional Course,MARRIED,60828,2,2
no,41,Independent,University,MARRIED,35123,2,1
no,51,Industry,Unknown,MARRIED,41517,0,0
no,47,Administration,Basic education,MARRIED,179361,0,2
no,28,Industry,Basic education,SINGLE,85528,0,0
no,38,Industry,Basic education,MARRIED,46964,1,2
no,34,Administration,High school,SINGLE,115662,1,0
no,25,Independent,University,SINGLE,34012,2,2
no,33,Administration,University,SINGLE,142904,0,0
no,59,Non-active,Professional Course,MARRIED,86957,0,1
no,51,Non-active,Basic education,MARRIED,113715,0,1
no,27,Industry,Basic education,MARRIED,33789,0,0
no,33,Industry,High school,MARRIED,15606,2,1
yes,39,Administration,University,MARRIED,35088,1,1
no,38,Industry,Basic education,MARRIED,122339,2,1
no,46,Independent,Basic education,MARRIED,75417,2,2
no,35,Administration,University,DIVORCED,103054,0,0
yes,25,Industry,High school,MARRIED,69497,2,0
no,50,Industry,Basic education,MARRIED,56348,1,0
no,36,Industry,Basic education,MARRIED,21996,1,0
no,35,Industry,Basic education,MARRIED,71255,0,0
no,52,Non-active,Unknown,MARRIED,84519,0,1
no,43,Administration,Basic education,MARRIED,152394,1,2
no,36,Independent,Professional Course,SINGLE,83851,2,2
no,33,Industry,Basic education,SINGLE,69179,2,1
no,27,Industry,Basic education,SINGLE,10793,1,2
no,38,Administration,High school,SINGLE,128864,2,0
no,36,Administration,High school,MARRIED,99005,1,2
no,39,Administration,High school,SINGLE,92313,0,1
no,34,Administration,Professional Course,MARRIED,179261,2,2
no,55,Industry,High school,MARRIED,7974,2,2
no,30,Industry,Basic education,MARRIED,20732,2,1
no,42,Non-active,High school,MARRIED,27298,0,1
no,58,Administration,Basic education,MARRIED,160020,1,1
no,38,Administration,University,MARRIED,66971,2,1
no,45,Administration,Unknown,SINGLE,176969,1,0
no,31,Non-active,Professional Course,MARRIED,86231,2,0
no,38,Administration,Professional Course,SINGLE,24967,1,2
no,31,Administration,High school,SINGLE,135122,2,0
no,30,Administration,University,MARRIED,20871,1,2
no,42,Industry,High school,MARRIED,142296,2,1
no,30,Non-active,Unknown,SINGLE,131061,0,0
no,31,Industry,High school,MARRIED,39211,1,2
no,46,Independent,Basic education,MARRIED,35820,2,2
no,51,Independent,University,DIVORCED,58819,2,0
no,43,Industry,High school,MARRIED,117826,0,2
no,38,Administration,Basic education,MARRIED,100319,2,0
no,38,Non-active,Basic education,MARRIED,19522,1,1
no,57,Non-active,Basic education,MARRIED,12735,0,1
no,31,Administration,University,SINGLE,68248,1,2
no,28,Industry,High school,MARRIED,22969,2,2
yes,38,Independent,University,SINGLE,20785,1,1
no,35,Administration,High school,SINGLE,122980,0,2
no,26,Industry,Professional Course,MARRIED,161607,0,0
no,30,Industry,Basic education,SINGLE,169060,1,0
no,52,Administration,Professional Course,MARRIED,143918,2,0
no,38,Administration,Basic education,MARRIED,71541,2,0
no,51,Independent,Unknown,SINGLE,148154,1,2
no,36,Industry,Basic education,MARRIED,88645,0,2
no,38,Industry,High school,MARRIED,14811,2,1
no,31,Administration,University,SINGLE,146927,0,2
no,36,Industry,High school,MARRIED,80745,2,0
no,34,Administration,University,MARRIED,71499,2,0
no,32,Industry,Basic education,MARRIED,63412,2,2
no,42,Industry,Basic education,MARRIED,16236,2,0
no,32,Administration,University,SINGLE,78868,0,0
no,51,Administration,University,DIVORCED,96177,1,1
no,37,Independent,Basic education,MARRIED,90945,0,0
no,38,Industry,Basic education,MARRIED,86456,0,2
no,28,Administration,University,SINGLE,37988,2,2
no,38,Administration,Professional Course,MARRIED,118882,1,1
no,43,Independent,Basic education,MARRIED,172928,2,1
no,54,Administration,University,DIVORCED,180340,2,0
no,59,Administration,Professional Course,MARRIED,10103,2,0
no,44,Non-active,Basic education,MARRIED,91835,2,2
no,33,Industry,High school,SINGLE,109491,1,2
no,35,Administration,High school,MARRIED,47738,2,2
no,48,Administration,University,MARRIED,15501,2,0
no,50,Administration,Professional Course,DIVORCED,131784,2,2
no,38,Independent,High school,MARRIED,68369,0,0
no,38,Administration,University,MARRIED,128762,0,2
no,36,Administration,University,MARRIED,147735,0,1
no,52,Administration,Unknown,MARRIED,170089,0,2
yes,52,Industry,Basic education,MARRIED,23635,0,0
no,38,Industry,Basic education,MARRIED,94034,2,2
yes,28,Independent,Basic education,MARRIED,34441,2,2
no,35,Industry,High school,MARRIED,123051,0,0
no,38,Administration,University,MARRIED,167191,2,0
no,44,Administration,University,MARRIED,129965,0,2
no,34,Industry,Basic education,MARRIED,103886,1,2
no,45,Industry,Basic education,MARRIED,175782,2,1
no,30,Administration,University,MARRIED,58699,0,0
no,38,Industry,Basic education,SINGLE,154628,1,0
no,33,Administration,Professional Course,SINGLE,173140,0,0
no,38,Administration,High school,DIVORCED,154985,1,0
no,32,Administration,High school,MARRIED,18021,0,0
yes,24,Administration,Basic education,MARRIED,28105,2,2
no,55,Administration,University,MARRIED,129921,0,1
no,28,Industry,High school,SINGLE,16914,1,0
no,37,Administration,High school,DIVORCED,71863,0,1
no,33,Industry,Basic education,MARRIED,80666,2,1
no,34,Administration,Professional Course,MARRIED,166203,1,0
no,36,Administration,High school,DIVORCED,177801,2,2
no,44,Industry,Professional Course,SINGLE,151950,0,1
no,39,Industry,Basic education,MARRIED,161866,1,2
no,31,Administration,High school,SINGLE,148959,0,1
no,36,Industry,High school,MARRIED,105985,2,2
no,34,Administration,University,MARRIED,157648,2,2
no,32,Industry,Basic education,MARRIED,53047,2,0
no,35,Administration,Professional Course,MARRIED,165777,2,0
no,47,Administration,University,SINGLE,178595,0,2
no,44,Administration,High school,MARRIED,101362,1,1
no,38,Industry,High school,MARRIED,6591,1,1
no,37,Industry,High school,SINGLE,52530,1,2
no,57,Administration,University,MARRIED,89483,1,1
no,39,Independent,Basic education,MARRIED,88713,1,2
no,30,Industry,High school,SINGLE,163012,2,1
no,38,Administration,University,SINGLE,12119,1,0
no,45,Industry,Basic education,MARRIED,69578,2,2
no,37,Industry,Basic education,DIVORCED,24539,0,2
no,29,Industry,High school,DIVORCED,159868,0,0
no,38,Industry,Basic education,MARRIED,112699,0,0
no,52,Industry,Basic education,MARRIED,20585,1,2
no,53,Non-active,Basic education,MARRIED,54612,0,1
no,31,Administration,Professional Course,SINGLE,111523,1,1
no,32,Administration,Professional Course,SINGLE,25055,0,0
no,38,Industry,Basic education,MARRIED,141745,1,2
no,39,Administration,University,MARRIED,101670,0,1
no,38,Non-active,University,SINGLE,39763,2,1
no,30,Industry,Basic education,MARRIED,129906,0,1
no,32,Industry,Basic education,MARRIED,36909,1,2
no,43,Not specified,High school,MARRIED,82262,1,2
no,27,Industry,Basic education,MARRIED,120188,2,2
no,59,Not specified,Unknown,MARRIED,105366,1,2
no,46,Independent,Basic education,MARRIED,122905,2,1
no,54,Non-active,High school,DIVORCED,107665,2,1
no,35,Industry,Basic education,MARRIED,11287,2,0
no,33,Administration,University,SINGLE,88434,2,0
no,37,Industry,High school,DIVORCED,126252,1,2
no,41,Industry,High school,SINGLE,121044,2,1
no,44,Administration,Professional Course,MARRIED,161625,0,0
no,33,Administration,Professional Course,MARRIED,127680,0,1
no,49,Administration,Basic education,DIVORCED,104608,1,2
no,38,Industry,Basic education,MARRIED,99649,2,0
no,49,Industry,High school,MARRIED,180049,2,2
no,38,Administration,Professional Course,MARRIED,63107,1,2
no,37,Industry,High school,MARRIED,82888,0,0
no,39,Administration,Professional Course,MARRIED,154045,2,0
no,38,Industry,Basic education,MARRIED,40006,1,1
no,42,Industry,High school,MARRIED,127836,2,2
no,55,Non-active,Unknown,DIVORCED,131714,1,1
no,44,Industry,Basic education,SINGLE,92264,1,2
no,40,Industry,High school,MARRIED,40504,1,1
no,41,Industry,High school,MARRIED,126165,2,2
no,32,Administration,University,MARRIED,160199,1,2
no,57,Administration,Basic education,MARRIED,129292,0,1
no,38,Independent,University,MARRIED,48602,2,1
no,50,Industry,Basic education,MARRIED,154514,0,2
no,41,Industry,Basic education,MARRIED,56609,2,0
no,52,Administration,University,DIVORCED,65397,0,1
no,31,Industry,High school,MARRIED,59101,1,0
no,34,Administration,Professional Course,SINGLE,12784,1,1
no,56,Independent,University,MARRIED,78578,2,1
no,51,Administration,Basic education,SINGLE,8233,1,0
no,38,Administration,High school,MARRIED,95353,2,2
no,38,Industry,Basic education,MARRIED,38871,2,0
no,36,Independent,University,MARRIED,8392,1,0
no,28,Administration,University,SINGLE,159492,0,2
no,32,Administration,High school,MARRIED,80125,2,1
no,38,Industry,High school,SINGLE,64326,1,0
no,46,Industry,Basic education,MARRIED,107836,1,2
no,42,Administration,Unknown,MARRIED,137289,2,1
no,37,Industry,Professional Course,MARRIED,66322,1,1
no,38,Administration,High school,MARRIED,178423,2,0
no,30,Industry,High school,MARRIED,128591,2,0
no,41,Administration,Unknown,MARRIED,30498,2,0
no,38,Industry,Basic education,MARRIED,57063,2,1
no,46,Industry,Basic education,DIVORCED,104838,0,2
no,37,Industry,Basic education,MARRIED,157988,0,2
no,24,Industry,Basic education,MARRIED,132279,1,0
no,30,Administration,Basic education,MARRIED,105182,2,1
yes,45,Industry,Unknown,DIVORCED,125574,0,2
no,36,Administration,High school,MARRIED,18442,1,0
no,48,Industry,Professional Course,MARRIED,135381,0,1
no,47,Administration,Professional Course,MARRIED,143336,0,2
no,39,Administration,University,SINGLE,174306,1,2
no,36,Administration,High school,SINGLE,113932,2,1
no,38,Non-active,Basic education,MARRIED,165402,2,1
no,37,Administration,High school,SINGLE,168225,2,2
no,30,Administration,Professional Course,SINGLE,50370,1,2
no,38,Administration,University,MARRIED,64424,2,1
no,28,Industry,Unknown,MARRIED,106715,0,1
no,37,Industry,Basic education,MARRIED,36598,2,1
no,43,Administration,High school,MARRIED,134763,1,2
no,32,Industry,Basic education,MARRIED,96205,2,1
no,35,Administration,High school,MARRIED,41585,2,0
no,41,Industry,University,MARRIED,139480,1,2
no,52,Not specified,Basic education,MARRIED,129825,1,1
no,31,Administration,Professional Course,MARRIED,168234,1,2
no,28,Industry,Basic education,MARRIED,30044,1,2
